,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.11904525526243157,0.10022943013595978,0.04646211056398089,0.03861110647116942,0.040923992681063705,0.029331238870971717,0.0689760699346218,0.06591466946788667,0.03867206649084728,0.03992514028696261,0.03101240401200613,0.009897967271149546,0.05191916757383837,0.032841733860998874,0.02441597060373405,0.04735724640169931,0.06518610917441871,0.038468343433397896,0.03731085721254999,0.04592778708028692,0.0429063103477348,0.057898767777725985,0.030238483234826696,0.043607032583883765,0.039417573177731355,0.06184200045400811,0.036237895461930604,0.06838375549768404,0.043439054892377746,0.053314366546871085,0.05717451780288076,0.05548758022707286,0.042871892892634385,0.04457760224194588,0.02270863533889241,0.022611039248612314,0.030828402970045955,0.04950287105226747,0.03844326911853846,0.051337452016463093,0.027061113840495792,0.03566893911605389,0.0554355999999239,0.08276268311271938,0.06609010800748848,0.049644194065487535,0.053858059383168407,0.05029297637743125,0.04780613404483047,0.041910278989259635
1,0.10022943013595978,0.09313945823658047,0.037692595943672885,0.038024457628736144,0.0433676721265929,0.032494739316156665,0.06467826045497786,0.0608914608945842,0.04562162703837716,0.03747690245027546,0.02670178411975507,0.013839152275040933,0.05004829719659742,0.040178693776893246,0.023513801637630942,0.048150792400423074,0.06115290039484325,0.03905380266733691,0.038488655622210585,0.04363197164302882,0.04107365655846148,0.060812669147201896,0.029467099428502508,0.04209499034428269,0.03589739696765654,0.06076204842431822,0.037763405766895256,0.06968446505123488,0.043308019169729484,0.05263033739746636,0.053322038222806734,0.05164783029882389,0.04248935896852251,0.03796329830689977,0.02259255886581873,0.027127417305983097,0.028280679895679804,0.04767939390914947,0.03600495744192343,0.05039385414235486,0.027090915283827705,0.03733161434894702,0.050417190960845286,0.08048154706948184,0.06788474640717093,0.04939604641045941,0.05465769819392464,0.055672431882538814,0.046514930456310055,0.043260725334636714
2,0.0464621105639809,0.03769259594367288,0.12800936780846392,0.02988808452148755,0.02664352050816413,0.02089076154680393,0.04797353577663815,0.043017750677764276,0.018008841872044063,0.019992259224609645,0.017803337488100732,0.018252165041470897,0.03123029064330192,0.029671048603447374,0.018004293081129233,0.02967698761560618,0.03756803920506235,0.02933850068293409,0.025473326437397067,0.02683167791031356,0.03167607945003971,0.04396175313123214,0.025943574658557962,0.028768993611786912,0.021477831816806726,0.047624615064386144,0.02831997407188239,0.0338809013426422,0.027522890967865376,0.04555411956297102,0.030642925560582426,0.03242609851606787,0.030896679960289195,0.020012928838661077,0.018750922252665246,0.013040067323318777,0.0174048153508722,0.02715557181254629,0.02658260617502821,0.02655525384670148,0.016361213433638392,0.02339774164322421,0.03372031801285569,0.051631756604159945,0.033220683863757414,0.03815788504994604,0.03707337085907669,0.031689358114741224,0.026529104867182046,0.03465685001819448
3,0.03861110647116942,0.03802445762873613,0.02988808452148755,0.06543203385170888,0.019567579899389533,0.019081680820073575,0.04163662909766975,0.041009285091761286,0.02383438437353534,0.017592769373684498,0.01999936845281733,0.00847551528705376,0.00038029172003008975,0.031529831084284955,0.019659068589741598,0.03286930885949487,0.04136007289447563,0.02172158680573483,0.022602534462570052,0.022481851359069153,0.029310531788394156,0.014761357989465606,0.03394980823973613,0.024319151232013777,0.012834612472069613,0.0383914651585757,0.02599834822127786,0.020162242457641723,0.022525712551345636,0.031245090697098417,0.031049118826331237,0.029646387060169963,0.033606094995444286,0.0057185514441310875,0.020073012143220756,-0.012803709667837613,0.005392831927067606,0.018237999156066272,0.02207099926540159,0.02422426067109923,0.01924933164759331,0.025514741686751812,0.03129324830245984,0.039058143213205825,0.013938179437535655,0.027854393279565393,0.034235107063779024,0.01911364549617698,0.037887689686868106,0.030735973506700272
4,0.040923992681063705,0.043367672126592906,0.026643520508164143,0.01956757989938953,0.06444924595190407,0.02395764001313609,0.04928281906370748,0.04683479449019808,0.030180474669963826,0.02336421183046313,0.021282426265225175,0.007924574479612041,0.02921128769331304,0.016144167708868284,0.014363031740000441,0.035321957907683214,0.038748192853600386,0.02150899100299726,0.03577816403857415,0.03777167086513579,0.03157284439304935,0.037827471908000655,0.02844872635969558,0.04765202699425926,0.019314691736677953,0.05943696966783765,0.022910200208180277,0.0394514481844326,0.04076462196119722,0.029302877656578838,0.03511905845922097,0.03296039112139991,0.040847851073428684,0.025809628302877828,0.017481929478618728,0.009714994504775145,0.014891384404416515,0.03011515425904836,0.032143352683786035,0.05413536968945703,0.01254777776585237,0.02126917800828168,0.02610936574842494,0.051136774395604705,0.0422170106070709,0.028712923618852238,0.034421542878960064,0.033797459908170596,0.03197357200737479,0.026484457133684924
5,0.02933123887097173,0.032494739316156665,0.020890761546803936,0.01908168082007358,0.02395764001313609,0.050872783513352116,0.029615344154061224,0.027432332378487616,0.021716437557479564,0.022215261368858832,0.013434693894175773,0.008313031742916787,0.01234900941648658,0.02038561198490113,0.013738315058744587,0.03675080055462963,0.024095672740400375,0.01455441714506389,0.02286143442345295,0.02129824912620101,0.03701314781721477,0.026489922194529805,0.023405697989246067,0.022801896819357254,0.013854153189486065,0.03328877906699156,0.016083985986733527,0.020963657420122527,0.025069241562245995,0.016226108480887576,0.022480775385131768,0.031190627837025246,0.03858306733640207,0.016711423379916525,0.015125927169447785,0.015896375234207363,0.007772801735981154,0.02466470756550783,0.017566946451867158,0.028361740605439483,0.017028195028902862,0.015266257549763955,0.02637912233231887,0.04389177424569243,0.021165795572581775,0.018791900494016647,0.02629285561858847,0.02425362629209903,0.01972298892828789,0.017226367010362058
6,0.06897606993462181,0.06467826045497785,0.04797353577663815,0.041636629097669756,0.049282819063707475,0.02961534415406122,0.1067923639338159,0.10214363184389134,0.04504089063702316,0.029781730986042546,0.029829551954855666,0.007748400334208674,0.0347260162521553,0.03280195762744851,0.018897638983274147,0.048343151061383635,0.05789746980363745,0.03635487553313613,0.048308418225678156,0.04666342096753233,0.04115110679650618,0.04920116396808221,0.03417061580640058,0.05154061064856971,0.03299237096980369,0.07020830172742869,0.04392524599558109,0.05427064730603817,0.05338044429515805,0.06131962727234292,0.04973064108302801,0.05269104927810988,0.0466606860403551,0.032381473173512296,0.02660102532804644,0.003933286673865147,0.018519163229248615,0.04565868950328267,0.04022955287994298,0.05532348030327065,0.02712819232762181,0.03629036989039418,0.0493881958542005,0.07240104067430313,0.05575896299528937,0.050296173879927276,0.05371135696377565,0.045148978039844447,0.04427278709630956,0.046432608635519505
7,0.06591466946788667,0.06089146089458421,0.043017750677764276,0.041009285091761286,0.04683479449019808,0.027432332378487616,0.10214363184389133,0.1020050510832344,0.0448572732436122,0.03111721914357538,0.026941786071906382,0.010013451173917847,0.036173982595624835,0.031043300244379124,0.017401816024207147,0.04355072603252491,0.057736032054816575,0.03345189917494339,0.045090459871985684,0.04945032992519846,0.038672535513161244,0.050174319974264026,0.031439840354255184,0.04962558774701086,0.029493209897296067,0.06828871170064856,0.04141460318484405,0.05426186564692366,0.05002106924571412,0.05639240733688488,0.047603325699647814,0.04957254674435885,0.04033221791338984,0.03044432935482696,0.02487224340813691,0.0037671753567513054,0.01780075448495501,0.04592486040895807,0.04236226307398926,0.053027146364131146,0.027528329035635776,0.03474510770756733,0.0482019595392143,0.06850080154587311,0.05882304849639496,0.04723468440552906,0.05027011836195439,0.042171297178431655,0.045807916402119536,0.04291170998653626
8,0.038672066490847264,0.045621627038377154,0.018008841872044063,0.023834384373535335,0.030180474669963823,0.021716437557479564,0.04504089063702316,0.04485727324361221,0.06543893589580933,0.02687634997690371,0.02108842412113859,0.006858424904670172,0.035775179197429396,0.01794867763863081,0.01680067006138711,0.0330464602865533,0.040531338788895095,0.02377476346396963,0.023561946683334268,0.032126739115068116,0.03161349200286504,0.03507720798968794,0.01682504334519341,0.02673175947540209,0.024079819843579642,0.036678991016990244,0.02865822361198853,0.03986026877558573,0.0246282489340257,0.03903093684926162,0.03276491243762869,0.033844632546880214,0.026812233069046447,0.02656822161612332,0.01358276666657555,0.022548113460279216,0.023617708950359077,0.030381538459351928,0.026004294276008543,0.038649136249084774,0.02088748600013197,0.02856573271682083,0.03279283678683005,0.056449085843437344,0.04176085663475485,0.03906132294327847,0.03272371604211582,0.037807347061312134,0.0340098027508858,0.03310292717506972
9,0.03992514028696261,0.037476902450275455,0.019992259224609645,0.017592769373684494,0.023364211830463135,0.02221526136885884,0.02978173098604254,0.031117219143575375,0.02687634997690371,0.05542237971441257,0.01304512267463478,0.012503671970793767,0.02235030426631117,0.016339116230634998,0.010045078612530579,0.031114637393968695,0.033651005891793394,0.02323079012447994,0.022906630975193513,0.024106959053141416,0.02315031584416398,0.035902413065474474,0.013588323819218345,0.02494302082342574,0.014389181920236246,0.035635501438125786,0.022302312207117567,0.03282088703328923,0.023060071425440545,0.0272537608635865,0.02537708128600364,0.02875291643810205,0.025256863627461254,0.021315693606531592,0.010725990523438759,0.023105042064618834,0.017846381072145673,0.026698095233658573,0.019174093995217367,0.02810427945642779,0.014930885711783594,0.017363032539255335,0.027278649363180547,0.04118070443550065,0.029150637374249062,0.025724827128401462,0.02568537530000661,0.03058414381010389,0.02428841929206595,0.02489065398626107
