date,secid,weight
2022-12-31,AXISBANK.NS,-4.904715300000001e-10
2022-12-31,HDFCBANK.NS,5.929199590000001e-09
2022-12-31,ICICIBANK.NS,-7.278896570000001e-09
2022-12-31,KOTAKBANK.NS,8.51437119e-09
2022-12-31,SBIN.NS,0.09999999337720657
2022-12-31,ADANIENT.NS,0.23642337016544843
2022-12-31,ADANIPORTS.NS,0.004984830093849811
2022-12-31,ASIANPAINT.NS,0.004984830093849811
2022-12-31,BAJAJ-AUTO.NS,0.004984830093849811
2022-12-31,BPCL.NS,0.004984830093849811
2022-12-31,BHARTIARTL.NS,0.004984830093849811
2022-12-31,BRITANNIA.NS,0.004984830093849811
2022-12-31,EICHERMOT.NS,0.004984830093849811
2022-12-31,GRASIM.NS,0.004984830093849811
2022-12-31,HDFCLIFE.NS,0.004984830093849811
2022-12-31,HEROMOTOCO.NS,0.004984830093849811
2022-12-31,HINDUNILVR.NS,0.004984830093849811
2022-12-31,ITC.NS,0.004984830093849811
2022-12-31,LT.NS,0.004984830093849811
2022-12-31,M&M.NS,0.004984830093849811
2022-12-31,MARUTI.NS,0.004984830093849811
2022-12-31,NESTLEIND.NS,0.004984830093849811
2022-12-31,POWERGRID.NS,0.004984830093849811
2022-12-31,RELIANCE.NS,0.004984830093849811
2022-12-31,SBILIFE.NS,0.004984830093849811
2022-12-31,TATACONSUM.NS,0.004984830093849811
2022-12-31,TATAMOTORS.NS,0.004984830093849811
2022-12-31,TITAN.NS,0.004984830093849811
2022-12-31,UPL.NS,0.004984830093849811
2022-12-31,ULTRACEMCO.NS,0.004984830093849811
2022-12-31,HCLTECH.NS,0.01119430291987622
2022-12-31,INFY.NS,0.08320569708012376
2022-12-31,LTIM.NS,0.0014000000000000002
2022-12-31,TCS.NS,0.0014000000000000002
2022-12-31,TECHM.NS,0.0014000000000000002
2022-12-31,WIPRO.NS,0.0014000000000000002
2022-12-31,HINDALCO.NS,0.0127912124905636
2022-12-31,JSWSTEEL.NS,0.0872087875094364
2022-12-31,TATASTEEL.NS,0.0
2022-12-31,COALINDIA.NS,0.047611569985140365
2022-12-31,NTPC.NS,0.09237134342590977
2022-12-31,ONGC.NS,0.003957794171106131
