Date,CIPLA.NS,KOTAKBANK.NS,APOLLOHOSP.NS,INFY.NS,TECHM.NS,DRREDDY.NS,POWERGRID.NS,ASIANPAINT.NS,DIVISLAB.NS,WIPRO.NS,HINDUNILVR.NS,BHARTIARTL.NS,HDFCBANK.NS,ULTRACEMCO.NS,ITC.NS,TCS.NS,ICICIBANK.NS,SUNPHARMA.NS,GRASIM.NS,BPCL.NS,TATAMOTORS.NS,NESTLEIND.NS,SBILIFE.NS,HDFC.NS,TATACONSUM.NS,INDUSINDBK.NS,EICHERMOT.NS,BRITANNIA.NS,AXISBANK.NS,NTPC.NS,BAJAJ-AUTO.NS,MARUTI.NS,JSWSTEEL.NS,TITAN.NS,SBIN.NS,M&M.NS,HDFCLIFE.NS,LT.NS,HCLTECH.NS,UPL.NS,RELIANCE.NS,ONGC.NS,COALINDIA.NS,HEROMOTOCO.NS,ADANIENT.NS,ADANIPORTS.NS,HINDALCO.NS,TATASTEEL.NS,BAJFINANCE.NS,BAJAJFINSV.NS
2014-12-31,605.8410034179688,629.3555297851562,1095.4483642578125,402.98486328125,531.0685424804688,3016.4716796875,73.8047103881836,712.5977172851562,803.8994750976562,195.88687133789062,664.4910278320312,310.9331359863281,451.26190185546875,2604.36181640625,193.1695098876953,1081.218017578125,297.9227294921875,778.53369140625,501.51409912109375,135.8765106201172,490.0926513671875,5706.94384765625,,730.0869750976562,136.07159423828125,772.4088745117188,1332.403076171875,815.1353759765625,487.6220397949219,82.59910583496094,1950.0677490234375,3085.41162109375,87.1783218383789,364.9068908691406,293.9029235839844,572.806396484375,,867.9750366210938,332.55548095703125,212.3072967529297,419.5188903808594,149.9351348876953,188.625244140625,2405.473876953125,70.19349670410156,306.1097412109375,148.71482849121094,14.412679672241211,341.2771911621094,130.21026611328125
2015-01-01,607.7753295898438,626.71630859375,1091.763671875,403.3627624511719,531.2733154296875,2983.298095703125,73.32340240478516,709.61376953125,814.2557983398438,194.89898681640625,663.0485229492188,319.92523193359375,451.4753112792969,2591.17529296875,192.35743713378906,1075.8505859375,297.24774169921875,774.4365234375,504.0994873046875,137.6012420654297,492.9607238769531,5647.14599609375,,730.0869750976562,135.84625244140625,781.6013793945312,1348.9619140625,811.3257446289062,488.2529296875,81.71002960205078,1965.8607177734375,3095.557861328125,88.68849182128906,363.1380615234375,295.92919921875,574.0128173828125,,872.794921875,334.6171875,209.27481079101562,417.9889221191406,151.12106323242188,186.75784301757812,2404.505126953125,70.72757720947266,306.5894470214844,149.56436157226562,14.594911575317383,342.820068359375,128.11419677734375
2015-01-02,609.4678955078125,633.164794921875,1093.6546630859375,411.28948974609375,533.873779296875,2993.426513671875,74.20584869384766,734.1469116210938,817.731201171875,196.62779235839844,660.8629150390625,321.82061767578125,457.75860595703125,2668.642578125,192.9599609375,1090.178466796875,305.68511962890625,778.251220703125,517.9075927734375,135.5399932861328,506.1636962890625,5659.25732421875,,730.0869750976562,137.4688262939453,785.3553466796875,1333.017333984375,832.168212890625,499.1719970703125,82.82855987548828,1965.540283203125,3113.025146484375,88.95891571044922,366.0065002441406,297.1072692871094,568.259033203125,,891.2039184570312,334.29443359375,215.79930114746094,416.88262939453125,153.38314819335938,187.59327697753906,2398.85302734375,71.0739974975586,306.3975830078125,151.121826171875,14.822253227233887,337.33929443359375,127.02384948730469
2015-01-05,612.2243041992188,630.6251831054688,1097.2908935546875,407.7552185058594,524.966552734375,2925.592529296875,74.28605651855469,734.0995483398438,812.8096313476562,196.98060607910156,664.6658325195312,314.6798400878906,453.893798828125,2674.09228515625,193.71963500976562,1073.61083984375,306.31787109375,778.72216796875,519.8557739257812,135.80287170410156,518.0315551757812,5662.2978515625,,730.0869750976562,137.87448120117188,788.435546875,1339.08056640625,832.7440185546875,502.326416015625,82.59910583496094,1972.7152099609375,3194.75146484375,88.74673461914062,368.970458984375,294.7511291503906,565.3821411132812,,903.6024169921875,328.6716613769531,211.7865753173828,412.3162536621094,155.1181640625,186.85617065429688,2415.345458984375,72.25037384033203,310.6670837402344,148.0540771484375,15.03696346282959,336.45770263671875,125.33604431152344
2015-01-06,594.1864624023438,623.106201171875,1064.612548828125,399.2359924316406,519.3355102539062,2848.60595703125,72.62812042236328,716.5758056640625,780.994140625,192.3762664794922,677.254638671875,312.21142578125,446.8280029296875,2599.05810546875,188.7423858642578,1034.03076171875,293.3243408203125,761.579345703125,500.0326232910156,134.4357147216797,495.87823486328125,5583.55029296875,,730.0869750976562,133.54759216308594,768.5103759765625,1304.19921875,833.652099609375,484.3705749511719,79.84581756591797,1957.3228759765625,3146.05859375,85.51004791259766,356.34954833984375,282.64068603515625,562.2267456054688,,873.462890625,319.8938293457031,201.52500915527344,393.60345458984375,146.3332977294922,186.708740234375,2334.044189453125,71.70187377929688,308.79620361328125,144.79757690429688,14.30803108215332,335.58587646484375,122.4383773803711
2015-01-07,591.865234375,633.139892578125,1072.9520263671875,401.1461486816406,516.9089965820312,2824.12060546875,73.67100524902344,730.9737548828125,769.5648803710938,190.91204833984375,701.0332641601562,312.9607238769531,448.132080078125,2588.790771484375,185.23208618164062,1021.8164672851562,285.3932800292969,762.7567749023438,506.3218688964844,135.65565490722656,488.411376953125,5606.92529296875,,730.0869750976562,133.81800842285156,762.3019409179688,1322.2301025390625,884.0858154296875,483.9823303222656,81.76739501953125,1961.8927001953125,3185.43896484375,84.19125366210938,358.1662292480469,282.8762512207031,568.0270385742188,,871.372314453125,312.292724609375,197.91046142578125,402.17132568359375,148.485595703125,184.12887573242188,2302.801513671875,71.06678009033203,308.0765686035156,140.54991149902344,14.03377914428711,342.41845703125,122.33382415771484
2015-01-08,597.9100952148438,667.572998046875,1092.199951171875,403.168701171875,525.5603637695312,2849.302490234375,73.99191284179688,777.0560302734375,771.1510620117188,192.28807067871094,714.277587890625,318.3824768066406,457.5451965332031,2654.385009765625,189.8687744140625,1032.8472900390625,293.1556396484375,771.2340087890625,507.42559814453125,142.52308654785156,506.3614807128906,5631.50390625,,730.0869750976562,138.550537109375,768.7991943359375,1314.6112060546875,872.3245849609375,487.185302734375,83.14405059814453,1964.458251953125,3220.418701171875,85.04409790039062,356.54071044921875,287.3057861328125,574.2679443359375,,876.918212890625,319.5190734863281,203.88365173339844,396.404541015625,150.1327362060547,186.46302795410156,2310.506103515625,73.86701202392578,320.98101806640625,143.99522399902344,14.252098083496094,341.8356018066406,128.43284606933594
2015-01-09,611.5955810546875,677.6812744140625,1090.5517578125,423.8025817871094,548.8421020507812,2939.903076171875,74.0453872680664,769.6204833984375,794.1028442382812,195.2870635986328,755.8465576171875,313.666015625,462.6667785644531,2656.234130859375,186.9872589111328,1061.7982177734375,288.4306945800781,781.8303833007812,504.4031066894531,142.8911590576172,516.5480346679688,5708.2841796875,,730.0869750976562,140.26327514648438,771.9757080078125,1302.67919921875,861.7373657226562,480.39117431640625,80.44808959960938,1904.6923828125,3213.654296875,84.28278350830078,356.54071044921875,285.7507629394531,574.54638671875,,871.2271118164062,321.8617858886719,203.6079559326172,404.99591064453125,154.17381286621094,184.3008575439453,2316.893310546875,73.13086700439453,317.7189636230469,146.3078155517578,14.421699523925781,337.9564208984375,127.3773422241211
2015-01-12,610.0481567382812,682.6857299804688,1084.53955078125,432.2809143066406,563.923095703125,2980.278076171875,73.00248718261719,765.1211547851562,795.9923706054688,196.186767578125,783.8213500976562,307.627197265625,458.5885009765625,2627.962646484375,187.48492431640625,1060.698974609375,292.3962707519531,786.7753295898438,508.9960021972656,142.2707061767578,516.5480346679688,5776.57275390625,,730.0869750976562,141.8408203125,798.3980102539062,1313.1925048828125,855.8456420898438,486.7969970703125,80.3046875,1871.1417236328125,3208.7431640625,83.26350402832031,360.2696533203125,289.4263000488281,572.1334838867188,,890.9425659179688,328.10943603515625,202.53582763671875,400.2882995605469,152.72427368164062,175.84869384765625,2274.2294921875,74.27115631103516,315.1285400390625,142.6265411376953,14.31705093383789,336.79571533203125,126.23221588134766
2015-01-13,615.5127563476562,693.6156005859375,1115.2298583984375,426.7546691894531,565.376953125,2995.23876953125,72.65486907958984,789.8436889648438,804.2026977539062,198.81527709960938,773.2870483398438,305.2909851074219,456.8338623046875,2742.99609375,188.66378784179688,1055.7120361328125,287.6291809082031,784.7031860351562,525.4116821289062,140.82986450195312,513.7294311523438,6001.7255859375,,730.0869750976562,139.94776916503906,794.5958251953125,1308.0220947265625,856.4658203125,489.6602478027344,79.702392578125,1863.205078125,3213.700439453125,82.66027069091797,355.8714599609375,287.54144287109375,579.4650268554688,,882.406005859375,329.78570556640625,211.20455932617188,396.9223327636719,149.32017517089844,177.49490356445312,2240.19921875,71.69466400146484,309.8995666503906,143.19288635253906,14.12760066986084,341.1841735839844,128.09925842285156
