Date,CIPLA,KOTAKBANK,APOLLOHOSP,INFY,TECHM,DRREDDY,POWERGRID,ASIANPAINT,DIVISLAB,WIPRO,HINDUNILVR,BHARTIARTL,HDFCBANK,ULTRACEMCO,ITC,TCS,ICICIBANK,SUNPHARMA,GRASIM,BPCL,TATAMOTORS,NESTLEIND,SBILIFE,HDFC,TATACONSUM,INDUSINDBK,EICHERMOT,BRITANNIA,AXISBANK,NTPC,BAJAJ-AUTO,MARUTI,JSWSTEEL,TITAN,SBIN,M&M,HDFCLIFE,LT,HCLTECH,UPL,RELIANCE,ONGC,COALINDIA,HEROMOTOCO,ADANIENT,ADANIPORTS,HINDALCO,TATASTEEL,BAJFINANCE,BAJAJFINSV
2016-02-16,524.05,620.25,1424.2,1079.15,422.85,2855.65,139.3,840.3,969.75,526.6,803.2,315.3,973.45,2787.6,295.5,2265.55,196.6,827.8,3441.1,751.0,301.15,5049.8,,1077.15,102.65,834.8,18690.3,2625.9,405.8,127.75,2329.85,3705.2,1033.7,347.55,156.4,1206.05,,1104.0,824.3,403.45,930.55,199.95,317.9,2512.5,63.05,200.35,64.85,244.85,6011.4,1703.8
2016-02-17,519.1,625.3,1421.8,1097.85,429.55,2960.7,139.6,856.0,988.5,526.95,812.55,319.55,974.9,2776.55,299.85,2275.55,190.75,855.8,3455.8,780.95,310.15,5072.7,,1076.3,104.0,831.55,18802.5,2652.2,403.1,128.0,2357.45,3749.15,1047.5,326.85,158.95,1200.4,,1122.45,824.8,395.6,952.6,200.35,312.8,2524.55,63.05,212.5,65.8,251.25,6110.95,1701.15
2016-02-18,524.4,635.55,1429.9,1123.4,429.4,3103.6,139.85,835.25,975.35,541.3,827.4,321.2,989.45,2795.1,305.45,2315.85,196.15,870.45,3448.5,789.75,314.0,5182.85,,1069.1,104.55,847.7,18694.6,2753.5,398.05,127.5,2406.4,3653.25,1056.8,333.65,159.8,1213.6,,1149.65,843.95,393.7,940.1,209.1,317.6,2617.75,62.6,210.4,68.9,250.85,6163.95,1720.95
2016-02-19,524.65,631.2,1428.7,1127.25,440.5,3058.8,141.0,854.7,995.65,547.35,827.6,326.05,989.3,2844.7,304.55,2319.65,198.8,864.2,3427.6,765.85,318.2,5209.7,,1060.85,107.3,841.5,18626.45,2724.5,392.5,129.8,2455.8,3579.15,1083.5,334.7,164.7,1230.25,,1150.5,851.55,398.05,944.35,211.15,312.25,2706.2,62.95,209.4,69.05,253.25,6048.1,1673.1
2016-02-22,530.5,640.2,1428.1,1126.65,431.7,3108.0,139.65,870.85,991.4,542.75,861.65,329.1,988.75,2923.1,299.85,2315.9,198.45,882.45,3482.9,759.4,318.85,5279.35,,1058.4,109.1,844.6,18918.65,2799.35,397.15,127.0,2476.75,3520.8,1102.7,337.9,164.95,1237.05,,1149.75,845.95,394.7,962.3,214.4,313.9,2702.55,62.3,205.9,69.5,255.25,6002.45,1630.3
2016-02-23,522.6,623.0,1437.25,1123.9,428.6,3080.9,137.1,877.1,980.0,539.95,836.85,321.3,970.05,2816.35,293.8,2264.0,192.0,871.1,3407.8,736.05,318.55,5192.25,,1051.1,106.65,839.65,19003.8,2802.25,385.15,123.8,2396.45,3487.4,1124.0,329.45,158.5,1208.7,,1130.15,828.95,394.35,949.65,214.6,301.1,2661.15,60.9,204.2,68.5,253.55,5894.85,1615.85
2016-02-24,513.95,618.75,1438.65,1125.35,422.05,3013.2,139.7,881.8,941.9,533.95,836.75,323.95,949.6,2797.35,287.6,2210.95,187.0,854.55,3367.8,768.9,306.3,5199.4,,1022.1,106.7,821.9,19094.65,2753.4,386.65,118.65,2337.4,3489.7,1109.5,326.95,156.3,1218.6,,1112.9,811.05,378.7,952.65,209.4,295.25,2621.25,61.1,200.15,66.4,247.9,5814.2,1615.95
2016-02-25,519.0,606.85,1444.7,1110.3,416.3,2994.45,131.75,861.7,940.85,533.85,842.8,322.55,942.65,2779.1,286.2,2212.85,183.0,875.35,3301.45,764.15,298.2,5142.9,,1042.65,106.2,807.75,18888.75,2685.95,378.2,118.5,2322.0,3414.15,1125.65,323.75,151.8,1229.05,,1086.45,808.75,382.2,944.1,216.25,299.4,2621.35,60.2,198.45,67.15,248.15,5752.9,1600.35
2016-02-26,524.0,615.75,1433.6,1121.15,417.75,2994.05,133.65,862.55,934.05,530.5,849.9,317.95,961.0,2770.95,290.95,2210.5,184.8,871.9,3300.6,764.7,301.8,5111.2,,1053.7,104.75,816.35,18885.55,2712.45,386.35,121.55,2238.1,3409.2,1099.1,330.15,155.9,1230.05,,1110.65,824.65,378.55,950.35,216.05,311.45,2555.4,60.5,200.1,69.45,248.45,5808.45,1601.65
2016-02-29,514.15,630.4,1463.85,1084.05,415.55,3036.25,130.05,846.1,950.55,520.25,830.4,315.5,971.85,2768.6,295.65,2176.8,190.05,853.9,3327.65,769.25,299.7,5008.0,,1060.3,103.55,830.0,18900.6,2756.25,375.75,119.5,2201.2,3236.5,1126.45,316.8,158.75,1228.1,,1076.0,813.25,381.65,966.65,194.1,311.0,2499.9,58.75,196.7,68.75,249.1,5932.05,1611.9
2016-03-01,516.35,638.45,1497.2,1125.45,432.25,3024.55,133.75,871.95,957.45,535.45,824.15,320.7,984.15,2885.3,325.35,2276.65,204.95,868.4,3424.85,793.7,315.35,5052.25,,1069.45,108.9,860.8,19184.35,2841.7,392.0,122.85,2258.2,3494.4,1143.45,337.5,162.05,1268.1,,1123.95,832.15,406.3,981.3,191.5,317.85,2667.25,60.75,206.9,70.25,257.05,6208.85,1690.3
2016-03-02,525.6,656.3,1497.85,1156.0,455.55,3015.25,135.4,871.85,970.45,539.55,849.25,326.35,1007.2,2973.0,319.55,2318.85,220.0,851.85,3451.5,786.6,317.1,5078.2,,1099.55,109.9,882.6,19321.9,2862.85,407.25,126.8,2230.3,3612.65,1133.25,333.9,181.15,1199.15,,1137.9,854.85,411.55,1001.5,194.95,311.0,2806.7,62.45,218.8,74.95,267.55,6370.9,1718.0
2016-03-03,527.1,657.65,1428.8,1169.3,461.75,3188.15,135.65,880.25,977.6,542.7,848.9,333.4,1015.85,2944.25,318.15,2373.15,218.0,870.9,3496.95,789.95,336.7,5217.75,,1124.15,109.5,895.75,19328.4,2841.85,417.15,126.4,2280.1,3608.65,1159.8,342.15,182.75,1215.35,,1207.1,859.3,424.75,1012.85,197.2,314.1,2826.0,62.5,227.5,79.25,287.05,6207.7,1675.2
2016-03-04,537.7,665.65,1410.1,1170.65,451.25,3252.75,138.65,865.8,1010.65,536.95,848.75,329.25,1020.55,2906.9,315.2,2357.55,220.5,856.8,3515.3,815.2,343.5,5285.25,,1129.0,113.25,915.9,19258.5,2855.2,416.05,126.05,2306.25,3555.1,1185.45,338.45,188.4,1216.35,,1193.2,835.4,444.8,1006.4,200.7,325.15,2835.85,63.2,225.15,79.4,288.55,6334.55,1670.5
2016-03-08,532.35,650.55,1408.05,1163.45,448.85,3219.55,137.7,875.7,1022.75,541.45,826.25,331.5,1014.15,2950.0,320.25,2354.3,216.85,858.6,3529.35,820.9,346.05,5320.8,,1146.45,115.65,921.05,19802.05,2819.05,411.75,127.55,2326.25,3462.65,1186.25,341.55,183.35,1219.4,,1187.45,815.25,435.5,1027.0,201.85,324.05,2809.55,64.05,228.25,83.15,291.8,6293.05,1669.75
2016-03-09,529.3,659.9,1394.1,1178.5,464.15,3219.95,139.75,876.2,1009.6,538.15,839.65,334.6,1024.8,2991.6,319.9,2357.25,216.35,860.9,3631.9,799.35,347.7,5209.8,,1128.65,116.85,934.45,19933.75,2837.8,416.85,126.55,2316.8,3576.4,1180.05,339.85,183.4,1235.55,,1212.85,815.65,435.05,1041.7,205.25,322.5,2816.5,66.4,226.0,81.1,295.4,6423.8,1678.2
2016-03-10,533.95,654.6,1404.05,1142.5,466.15,3184.25,139.65,894.75,1016.4,535.85,837.55,336.3,1021.25,2997.75,316.1,2348.3,215.5,865.05,3601.5,794.15,348.5,5177.8,,1153.15,116.45,927.25,19799.95,2834.65,413.0,126.8,2324.6,3627.2,1185.9,339.05,180.5,1226.35,,1186.15,817.85,447.45,1011.75,205.7,321.7,2812.4,65.2,226.45,83.8,296.7,6404.9,1687.85
2016-03-11,534.6,642.65,1414.8,1143.0,458.05,3210.85,138.2,898.35,1004.3,539.0,851.6,337.25,1028.7,2994.45,321.3,2365.25,213.85,868.2,3582.45,803.65,354.25,5163.15,,1160.5,115.85,926.7,20004.0,2816.1,412.8,126.4,2325.9,3641.2,1183.55,346.0,180.1,1220.5,,1185.65,823.05,438.5,1014.5,205.1,318.9,2813.35,65.45,231.2,83.5,294.05,6400.4,1646.0
2016-03-14,537.6,636.8,1408.3,1141.2,470.2,3233.65,138.6,899.35,1012.55,540.85,857.15,340.75,1027.55,3008.3,325.05,2355.0,221.65,862.2,3587.3,804.75,366.45,5103.1,,1158.7,115.65,921.1,19849.85,2823.05,415.45,127.4,2316.6,3648.15,1180.9,341.15,181.75,1212.05,,1184.2,827.9,440.0,1019.75,208.25,296.7,2816.3,65.75,232.4,84.9,296.7,6516.75,1644.95
2016-03-15,525.05,639.5,1354.2,1134.4,460.3,3133.35,138.95,884.6,963.7,533.2,840.8,342.9,1026.7,2989.6,316.5,2329.9,221.35,843.15,3550.55,810.9,360.4,5053.75,,1111.35,115.45,918.4,19548.3,2758.75,418.85,127.3,2278.45,3654.55,1195.0,343.8,185.3,1205.05,,1180.75,811.85,434.25,1020.5,207.4,295.65,2813.05,66.6,228.25,83.9,300.45,6474.15,1661.55
2016-03-16,531.0,651.25,1360.0,1152.45,465.8,3154.3,138.75,864.9,975.85,538.45,844.15,338.5,1030.45,2968.25,322.05,2327.05,226.4,835.75,3581.3,818.4,359.55,5011.75,,1125.95,115.1,915.65,18693.45,2720.3,424.6,127.55,2250.0,3667.35,1200.1,339.65,185.2,1212.1,,1183.2,814.9,430.4,1021.75,206.5,295.65,2798.3,66.1,228.55,81.5,299.5,6482.35,1644.95
2016-03-17,524.55,651.25,1382.9,1161.75,486.75,3125.5,138.0,872.55,975.2,539.2,849.65,340.75,1018.4,3029.0,323.65,2352.05,227.75,827.25,3635.1,864.85,360.9,5096.85,,1108.05,115.8,912.55,18036.2,2697.6,428.15,126.85,2269.9,3635.45,1202.4,339.5,186.35,1198.45,,1193.25,815.3,437.3,1016.0,212.25,294.25,2821.1,67.35,235.7,81.0,295.9,6581.55,1651.75
2016-03-18,528.25,658.8,1396.4,1193.4,492.45,3171.3,136.85,875.35,983.85,551.25,848.35,344.3,1028.4,3110.65,324.75,2425.85,230.2,816.0,3656.95,856.9,366.05,5186.25,,1129.3,118.9,929.0,18413.45,2685.8,436.1,127.45,2303.35,3621.4,1212.9,337.8,191.25,1222.55,,1199.3,824.15,441.0,1027.2,214.6,297.75,2831.0,68.9,241.95,85.2,302.2,6632.4,1649.4
2016-03-21,535.85,663.7,1401.3,1194.9,490.1,3182.25,138.0,859.65,991.95,556.45,879.65,353.65,1045.6,3229.5,331.45,2446.25,234.85,836.45,3734.25,870.05,374.7,5231.55,,1151.25,119.9,932.2,18356.35,2734.95,444.5,127.15,2314.2,3669.55,1215.95,342.1,196.8,1227.95,,1228.15,822.55,445.25,1037.3,216.65,296.6,2799.6,68.6,243.85,86.0,303.55,6654.0,1649.55
2016-03-22,535.3,666.3,1389.9,1189.95,484.2,3057.95,138.2,853.35,979.05,552.85,870.15,350.9,1053.85,3210.4,323.15,2473.1,233.6,844.6,3749.2,870.7,377.2,5260.35,,1168.1,121.4,928.0,18236.7,2751.5,441.25,128.25,2310.8,3699.55,1230.15,358.6,197.5,1253.15,,1237.3,828.45,444.4,1047.85,216.1,294.4,2861.5,68.5,239.55,87.0,309.8,6607.55,1664.55
2016-03-23,532.8,659.95,1392.15,1207.8,479.9,3047.9,137.45,850.0,969.4,555.75,873.6,358.2,1049.35,3198.45,324.25,2473.8,234.2,846.2,3781.0,868.5,377.0,5253.15,,1162.75,119.45,928.05,18554.05,2725.3,437.5,127.35,2356.4,3736.0,1248.7,352.7,196.6,1249.35,,1242.55,817.7,456.35,1029.2,214.6,298.0,2871.4,71.2,238.3,91.3,317.2,6874.2,1724.8
2016-03-28,524.2,669.6,1375.05,1204.9,474.7,3035.65,139.1,845.4,972.2,556.15,863.65,349.8,1047.5,3176.95,322.45,2473.4,225.45,809.25,3786.5,873.6,363.3,5353.5,,1143.35,119.4,914.8,18410.3,2625.6,422.9,129.15,2357.35,3638.95,1226.9,327.4,188.3,1243.85,,1206.35,810.65,451.65,1020.4,213.95,293.5,2848.0,68.4,235.65,83.25,299.15,6700.2,1684.85
2016-03-29,503.5,671.5,1336.85,1197.25,467.6,2941.3,138.15,856.1,977.0,553.15,861.15,354.5,1053.8,3136.25,320.0,2469.4,223.4,794.35,3767.0,874.0,372.45,5335.9,,1125.75,119.3,928.05,18633.45,2583.15,429.45,127.3,2351.95,3729.95,1232.85,329.75,189.5,1232.25,,1193.95,806.8,451.35,1036.25,212.25,295.15,2856.85,67.65,237.85,84.4,303.85,6656.75,1666.9
2016-03-30,512.35,683.85,1320.85,1205.95,472.85,3015.65,139.75,881.85,982.25,561.95,861.65,353.8,1064.95,3184.1,327.35,2489.5,237.5,811.7,3838.65,901.15,388.6,5479.8,,1115.3,121.4,946.7,18736.8,2638.5,444.25,129.9,2422.45,3727.45,1271.7,338.25,197.55,1219.75,,1228.05,820.6,472.1,1047.05,217.9,296.85,2923.8,72.5,245.95,88.0,324.3,6787.75,1696.55
2016-03-31,511.95,680.65,1329.3,1218.3,474.95,3035.2,139.1,868.4,987.25,564.25,869.5,350.8,1071.15,3228.75,328.25,2520.3,236.65,820.0,3844.15,904.3,386.6,5757.35,,1105.6,121.25,967.6,19180.6,2686.5,444.15,128.85,2405.95,3716.3,1283.25,339.1,194.25,1210.7,,1216.7,814.1,477.7,1045.2,214.1,291.95,2945.7,73.8,247.7,87.95,319.7,6924.15,1711.1
2016-04-01,514.55,679.9,1348.95,1205.45,463.1,2979.95,138.3,870.0,1008.55,562.15,867.8,335.45,1064.45,3203.7,336.05,2453.9,238.3,815.1,3852.8,887.25,379.65,5638.2,,1113.4,122.55,961.3,19254.05,2679.05,449.9,129.95,2419.85,3723.2,1262.65,339.45,195.65,1195.2,,1237.9,820.4,466.45,1034.45,208.8,287.0,2951.05,76.1,242.9,86.65,317.75,6877.5,1746.75
2016-04-04,514.3,687.3,1354.35,1243.7,470.55,3011.75,138.6,886.15,1010.6,566.25,872.2,348.5,1069.05,3170.85,330.7,2471.25,238.75,815.05,3878.2,887.0,388.4,5683.55,,1103.7,121.2,961.3,19503.9,2659.2,444.75,131.1,2448.25,3683.25,1259.75,344.55,194.7,1245.9,,1235.85,839.85,467.5,1035.05,207.3,285.0,2983.7,80.55,242.55,89.1,320.35,6869.7,1751.3
2016-04-05,503.0,668.75,1347.25,1219.8,462.25,2999.9,139.05,869.85,1013.35,559.0,868.5,330.5,1057.45,3100.4,326.45,2462.75,225.6,800.8,3835.35,890.4,370.5,5738.95,,1103.45,118.25,951.3,18735.5,2641.35,432.6,126.85,2394.85,3554.85,1259.45,345.6,184.35,1215.7,,1195.15,843.25,458.6,1026.95,205.5,275.25,2963.3,74.45,226.25,84.9,312.3,6823.55,1748.8
2016-04-06,504.95,668.0,1349.15,1200.7,453.0,3001.45,139.7,863.3,995.15,558.2,871.7,334.5,1061.5,3188.6,325.9,2481.9,222.55,809.55,3912.6,890.15,376.7,5724.15,,1102.05,118.85,955.4,19179.85,2707.2,424.65,126.2,2395.2,3573.05,1292.7,348.1,183.85,1220.35,,1211.85,838.75,458.0,1033.75,206.1,275.6,2991.25,75.5,224.35,88.95,328.55,6947.55,1765.45
2016-04-07,506.4,662.5,1354.5,1181.5,444.45,3035.75,140.2,858.25,1013.9,551.8,860.0,331.25,1055.5,3137.45,319.45,2470.8,220.3,811.7,3909.9,885.05,375.2,5888.55,,1070.85,118.7,939.6,18884.1,2701.15,426.65,126.55,2378.45,3471.0,1277.3,339.3,181.95,1212.65,,1182.9,828.45,462.75,1037.25,207.75,281.25,2968.0,75.8,216.8,87.3,323.7,6982.6,1763.85
2016-04-08,504.45,665.35,1370.65,1165.75,455.85,3039.15,140.9,851.55,1013.45,549.55,850.4,334.6,1059.35,3158.85,321.2,2432.05,221.25,811.75,3982.55,899.65,371.45,5975.65,,1079.55,117.7,937.0,19181.2,2686.8,421.6,131.55,2389.45,3430.65,1273.4,335.85,183.1,1232.25,,1192.25,833.1,460.0,1036.35,206.15,279.6,2915.7,78.25,219.25,87.7,322.1,7133.5,1749.9
2016-04-11,502.15,671.3,1352.9,1183.9,469.6,3029.25,142.25,860.0,1020.1,565.75,864.3,348.25,1070.95,3152.2,327.25,2506.65,224.7,817.3,4006.95,917.2,386.65,5870.75,,1079.8,119.5,960.8,19388.9,2656.95,429.8,134.6,2433.85,3478.65,1299.75,344.55,188.25,1236.0,,1213.35,839.3,475.85,1040.3,207.6,280.45,2976.55,79.9,229.05,92.2,331.15,7193.2,1778.0
2016-04-12,501.95,677.35,1349.25,1182.2,464.45,3082.75,143.15,866.9,1021.9,569.55,872.5,350.1,1063.0,3166.4,322.4,2518.15,228.75,823.6,4041.95,920.85,395.8,6147.8,,1090.5,118.35,968.95,19557.85,2705.75,434.05,135.5,2459.7,3573.7,1297.7,350.4,187.8,1239.95,,1222.4,839.65,493.65,1047.4,211.35,274.4,3051.45,79.15,233.6,92.0,324.5,7335.5,1778.55
2016-04-13,511.9,692.35,1348.1,1172.7,471.4,3099.5,145.0,874.35,1023.05,584.9,897.7,351.25,1081.75,3273.7,331.25,2526.2,240.65,833.05,4073.55,925.65,408.75,6116.5,,1114.95,120.65,986.4,19896.3,2761.1,440.5,137.15,2582.5,3731.6,1313.55,352.85,191.9,1332.45,,1234.9,837.55,503.8,1066.05,213.35,277.45,3148.05,80.55,233.55,96.3,332.85,7430.4,1821.2
2016-04-18,524.1,683.35,1361.35,1238.7,476.7,3091.05,145.95,885.2,1039.05,588.6,899.15,359.4,1087.8,3405.65,335.4,2519.75,237.15,837.8,4090.65,969.9,407.35,6134.6,,1132.4,120.0,988.3,20268.35,2850.65,445.25,139.5,2544.45,3718.95,1334.25,361.8,186.75,1340.65,,1253.0,853.3,507.25,1064.75,207.55,275.8,3054.5,82.95,231.3,97.05,335.55,7313.9,1871.6
2016-04-20,527.2,687.15,1386.4,1243.6,483.55,3108.75,148.0,885.8,1048.55,601.25,904.1,356.65,1097.85,3366.55,335.5,2450.35,238.05,828.55,4093.05,954.25,404.1,6036.0,,1140.0,121.85,983.85,20511.2,2845.3,459.1,141.3,2532.8,3670.05,1361.6,373.8,187.3,1326.05,,1265.95,841.2,504.4,1037.3,209.85,278.65,3039.1,84.2,233.5,101.8,357.45,7213.4,1881.75
2016-04-21,532.0,686.7,1376.25,1226.3,476.35,3131.2,146.15,889.15,1091.05,558.85,904.05,357.25,1091.15,3264.0,329.95,2424.4,253.05,832.9,4002.5,970.75,411.5,5966.85,,1150.1,120.1,972.1,20328.8,2787.85,467.95,141.15,2496.45,3705.3,1349.6,369.35,194.35,1308.65,,1251.95,846.25,514.2,1041.15,212.95,287.75,2986.3,83.2,229.35,101.8,354.55,6986.5,1846.4
2016-04-22,531.35,676.1,1358.35,1211.25,479.9,3141.95,146.05,871.55,1069.45,557.95,884.2,353.1,1092.15,3271.1,325.8,2417.05,252.0,820.2,4013.0,965.9,417.0,5969.75,,1131.9,120.25,981.5,20169.95,2822.6,475.85,143.65,2522.15,3816.05,1343.3,371.65,200.15,1326.0,,1265.1,845.15,523.3,1038.95,216.1,287.8,2997.05,82.05,230.1,101.1,353.65,6971.15,1847.5
2016-04-25,526.5,680.45,1325.15,1215.85,472.0,3116.15,143.8,861.75,1059.95,552.45,884.15,358.95,1093.25,3276.2,320.95,2451.25,252.95,808.85,4038.7,978.3,412.2,5881.65,,1112.0,121.2,982.35,19945.4,2817.1,469.9,140.35,2543.75,3727.95,1345.2,373.6,197.05,1326.5,,1265.5,845.1,524.6,1016.9,212.3,287.95,2961.8,82.85,231.8,98.4,347.45,6853.85,1841.15
2016-04-26,540.5,700.85,1326.05,1232.15,475.5,3120.25,145.15,876.9,1058.45,554.45,885.75,360.4,1113.85,3266.05,327.4,2489.8,254.05,814.4,4087.3,975.8,419.05,5830.65,,1127.3,121.8,1021.4,20148.4,2837.3,480.2,140.2,2548.1,3871.55,1367.95,371.85,200.95,1353.85,,1281.0,849.8,510.55,1016.95,214.3,288.3,2931.85,84.25,229.1,103.15,358.6,7004.35,1869.0
2016-04-27,540.2,712.5,1316.8,1240.15,479.25,3130.75,144.35,889.85,1042.25,560.0,892.2,373.05,1124.2,3191.8,333.55,2511.1,244.6,813.95,4131.4,982.35,418.55,5885.85,,1121.5,122.4,1040.0,20114.3,2861.4,465.5,140.7,2548.25,3859.4,1362.6,371.5,196.15,1384.75,,1276.45,837.55,514.95,1019.4,221.8,290.9,2949.9,85.75,241.25,101.75,356.75,6945.65,1879.6
2016-04-28,528.25,701.45,1313.15,1209.15,480.15,3083.35,141.85,873.1,1050.15,553.1,876.25,372.7,1113.95,3169.25,322.9,2527.75,240.1,801.95,4117.7,962.75,411.35,5908.05,,1085.55,120.3,1035.0,20292.95,2825.55,468.05,137.15,2487.5,3747.95,1368.45,369.55,192.05,1344.5,,1259.55,799.9,516.95,996.7,216.85,285.05,2899.65,83.85,235.45,96.9,347.6,6967.1,1842.4
2016-04-29,537.0,717.15,1312.15,1208.1,486.15,3088.7,143.4,866.25,1051.1,554.35,867.9,363.6,1132.35,3161.45,324.95,2535.5,236.95,811.3,4086.75,978.0,408.35,5725.45,,1088.45,120.05,1048.85,20035.0,2862.6,472.4,139.3,2491.95,3794.65,1373.2,355.9,189.0,1330.95,,1254.6,750.3,537.9,982.7,217.25,288.05,2897.4,86.7,238.2,96.35,351.1,6829.1,1875.35
2016-05-02,540.65,718.2,1306.55,1201.05,477.2,3011.8,142.85,864.8,1055.8,548.5,863.95,357.8,1117.65,3176.1,321.15,2526.7,226.75,811.8,4070.75,969.55,407.7,5754.25,,1091.9,121.1,1045.05,19854.35,2858.4,471.8,138.55,2477.95,3830.85,1364.8,367.65,186.0,1336.55,,1250.75,742.2,594.9,986.95,217.75,288.65,2904.35,87.05,232.95,98.65,346.95,7053.75,1940.9
2016-05-03,536.85,707.45,1294.0,1177.8,467.2,2959.35,145.2,872.0,1040.15,543.85,851.0,368.35,1118.0,3215.0,316.05,2478.1,221.1,798.25,4142.45,953.9,409.65,5591.6,,1099.6,119.45,1037.8,19981.5,2847.1,470.55,136.55,2462.85,3819.95,1356.8,360.1,184.05,1325.85,,1251.4,728.4,579.45,975.8,215.3,279.15,2885.45,85.9,235.5,96.9,348.9,6985.5,1947.8
2016-05-04,533.2,712.65,1306.65,1188.85,466.95,2933.3,142.75,873.6,1051.0,540.0,853.4,361.45,1127.35,3183.65,312.65,2478.0,214.45,804.2,4144.2,947.05,381.8,5542.25,,1129.9,116.95,1042.0,19760.85,2817.75,462.45,138.8,2460.3,3811.55,1321.7,360.05,179.95,1321.0,,1246.8,737.1,579.1,978.1,210.65,279.95,2894.45,79.15,208.25,91.15,328.75,6954.2,1893.45
2016-05-05,541.8,709.15,1301.8,1192.45,479.35,2929.55,143.25,867.05,1044.0,543.1,850.15,354.4,1132.3,3119.0,317.65,2470.3,214.65,810.45,4115.25,938.8,391.15,5540.85,,1162.65,116.35,1037.55,19686.65,2821.45,461.05,139.7,2453.3,3836.85,1319.9,359.2,180.35,1320.85,,1273.85,732.9,592.45,975.25,210.5,281.8,2893.75,78.1,198.0,90.45,331.8,7155.5,1888.05
2016-05-06,537.35,702.95,1332.6,1181.5,473.05,2866.3,142.45,889.05,1022.2,533.1,853.4,359.1,1119.65,3099.9,317.7,2473.4,218.6,804.4,4112.05,939.2,398.7,5610.9,,1167.8,118.1,1042.2,20215.9,2817.3,461.45,140.0,2435.2,3818.95,1320.1,365.45,184.35,1330.8,,1260.45,722.6,592.9,968.95,208.45,281.9,2890.3,76.75,194.55,91.9,329.3,7264.45,1873.15
2016-05-09,536.55,713.85,1336.5,1199.05,478.6,2840.05,143.5,906.6,1050.05,539.0,845.5,366.8,1141.4,3165.75,324.8,2512.55,225.3,805.3,4134.15,937.0,403.35,5509.55,,1203.6,118.75,1054.9,20483.25,2813.75,477.1,143.2,2527.15,3846.5,1326.15,365.5,188.7,1349.6,,1294.55,721.4,587.2,983.1,211.6,285.6,2943.65,77.4,196.75,91.7,328.7,7378.65,1880.15
2016-05-10,537.05,722.85,1301.0,1212.8,482.7,2924.45,141.85,898.35,1071.2,538.65,862.45,368.85,1144.9,3165.75,323.5,2522.9,225.5,802.15,4215.8,927.35,388.95,5520.4,,1218.55,118.2,1054.7,20239.2,2820.9,487.95,140.65,2530.05,3844.8,1287.8,371.85,189.5,1349.9,,1320.05,718.8,588.6,982.55,207.9,284.9,2957.8,75.2,194.55,89.85,328.05,7412.3,1858.8
2016-05-11,536.6,731.55,1320.3,1201.85,473.9,2868.7,141.45,907.85,1064.95,537.8,862.55,358.9,1138.8,3199.1,318.0,2518.3,223.95,796.3,4264.5,919.55,379.85,5601.65,,1203.8,117.3,1053.75,19976.85,2847.45,498.2,141.5,2517.25,3890.05,1291.35,372.0,185.0,1348.2,,1327.75,708.75,593.55,975.4,205.25,283.8,2961.55,74.3,193.0,91.6,329.8,7482.85,1873.1
2016-05-12,536.3,726.75,1322.6,1210.0,481.2,2971.45,143.9,928.8,1064.05,542.3,853.0,362.1,1149.1,3227.6,318.2,2566.2,231.8,803.55,4258.9,926.45,387.05,5710.3,,1195.85,118.95,1066.1,19753.05,2936.45,492.55,141.45,2549.05,3854.2,1282.7,374.0,188.5,1334.4,,1316.1,714.7,599.35,992.8,206.3,283.85,2951.0,75.7,195.15,93.4,330.6,7670.15,1893.05
2016-05-13,531.7,708.25,1323.55,1207.25,479.8,2917.2,144.75,943.65,1078.6,539.65,831.8,354.9,1140.9,3151.65,319.35,2523.4,226.5,795.05,4251.75,927.8,389.95,6121.65,,1166.0,119.55,1065.2,18992.8,2954.0,490.65,141.0,2517.7,3846.25,1268.7,364.7,184.85,1312.75,,1286.5,723.15,583.75,978.15,203.75,281.45,2912.6,73.35,188.55,89.3,322.65,7626.15,1867.25
2016-05-16,521.8,718.25,1343.85,1215.0,486.95,3002.4,144.45,952.65,1057.25,540.8,846.25,353.45,1162.8,3171.7,329.4,2551.15,223.75,797.85,4267.55,922.7,392.7,6284.45,,1186.45,120.65,1080.8,19063.15,2935.55,486.45,140.1,2512.1,3881.6,1295.6,364.85,176.8,1316.3,,1283.25,718.95,584.85,975.95,202.6,282.85,2900.6,76.15,185.8,89.8,326.4,7771.1,1857.9
2016-05-17,523.75,708.9,1338.15,1214.25,483.8,3017.75,144.9,969.65,1090.15,540.15,834.05,351.2,1153.45,3252.75,330.5,2570.2,225.95,799.9,4282.45,945.3,389.7,6219.6,,1217.85,120.35,1084.45,18601.65,3005.65,503.35,137.0,2506.55,3950.7,1290.0,364.75,176.85,1341.95,,1291.1,732.3,580.2,969.15,210.25,283.85,2932.45,74.95,183.25,89.1,327.15,7758.4,1857.05
2016-05-18,524.55,708.9,1356.85,1209.85,484.75,3025.3,143.05,963.25,1070.65,539.55,825.5,351.25,1140.65,3223.6,332.7,2551.1,226.45,795.3,4265.65,933.1,384.85,6200.15,,1208.2,120.95,1083.0,18720.0,2971.6,501.1,136.1,2461.7,3914.9,1309.3,365.25,179.95,1326.0,,1309.85,742.25,570.4,970.55,214.25,283.95,2878.45,74.95,183.2,89.15,329.05,7742.55,1859.05
